total_value,model_obj_value,model_obj_bound,gap,gurobi_time,python_time,clustering_gurobi_time,clustering_python_time,total_python_time,operation_time,number_of_initial_fires,number_of_jobs_arrived,number_of_job_processed,number_of_vehicles,number_of_vehicles_used,initial_fire_node_IDs
121.64632525774789,121.64632525774789,122.0,0.0029074017772648176,0.0010690689086914062,0.0,0.014323949813842773,0.01,0.01,0.047140452079105444,1,1,1,2,1,7
121.49905454545453,121.49905454545453,121.5229090909091,0.00019633523523135185,0.1639080047607422,0.16,0.008629083633422852,0.01,0.17,24.0,1,1,1,2,1,16
121.08202176810488,121.08202176810488,122.0,0.00758145774649537,0.0009469985961914062,0.0,0.026591062545776367,0.03,0.03,0.13743685418725704,1,1,1,2,1,10
121.13960283241695,121.13960283241695,121.90869295525033,0.006348791847182508,0.048272132873535156,0.05,0.03113079071044922,0.03,0.08,24.0,1,1,2,2,2,2
121.4407911318052,121.4407911318052,122.0,0.004604786110030085,0.0009639263153076172,0.0,0.012113094329833984,0.01,0.01,0.07453559924999098,1,1,1,2,1,8
121.37769550589823,121.37769550589823,122.0,0.005127008644446778,0.0008721351623535156,0.0,0.027330875396728516,0.03,0.03,0.07453559924999098,1,1,1,2,1,12
120.95394517475924,120.95394517475924,121.73477477477478,0.006455594308125806,0.04787802696228027,0.05,0.03205585479736328,0.03,0.08,24.0,1,1,2,2,2,4
121.0968047836945,121.0968047836945,122.0,0.00745845621541221,0.0009191036224365234,0.0,0.03194999694824219,0.03,0.03,0.14142135623730923,1,1,1,2,1,19
120.87242853287202,120.87242853287202,121.536689528361,0.005495554309213896,0.04758787155151367,0.05,0.03317403793334961,0.03,0.08,24.0,1,1,2,2,2,15
121.11992854451557,121.11992854451557,122.0,0.007266116039368128,0.0009369850158691406,0.0,0.023125171661376953,0.02,0.02,0.10540925533894807,1,1,1,2,1,17
121.1201863195728,121.1201863195728,121.75401395877293,0.005233047095285961,0.04767298698425293,0.05,0.011662960052490234,0.01,0.060000000000000005,24.0,1,1,2,2,2,6
120.29809408017968,120.29809408017968,121.42287890327495,0.009349980410708668,1.4003829956054688,1.4,0.018355846405029297,0.02,1.42,24.0,1,1,3,2,2,24
120.34658089133035,120.34658089133035,121.27637847951375,0.0077259992041069,0.09914898872375488,0.1,0.026396989822387695,0.03,0.13,24.0,1,1,2,2,2,22
120.6027037893992,120.6027037893992,121.27594212451987,0.005582282270356933,0.04749608039855957,0.05,0.027910947799682617,0.03,0.08,24.0,1,1,2,2,2,14
121.23243166124576,121.23243166124576,122.0,0.006331377901410293,0.0008008480072021484,0.0,0.03286600112915039,0.03,0.03,0.12018504251546602,1,1,1,2,1,18
121.46143842650355,121.46143842650355,122.0,0.004434012806643451,0.0008368492126464844,0.0,0.027434110641479492,0.03,0.03,0.10540925533894807,1,1,1,2,1,9
120.46707691184794,120.46707691184794,121.42452813582547,0.007947824820869073,0.12079000473022461,0.12,0.035334110260009766,0.04,0.16,24.0,1,1,2,2,2,25
119.08905217234474,119.08905217234474,120.98379193293218,0.015910276604144846,0.13948798179626465,0.14,0.033329010009765625,0.03,0.17,24.0,2,2,3,2,2,"8,16"
120.61012716714397,120.61012716714397,120.61012716714397,0.0,0.06540203094482422,0.07,0.02754998207092285,0.03,0.1,24.0,2,2,2,2,2,"12,14"
120.09457309164111,120.09457309164111,121.64346773002511,0.01289729084762287,0.20190095901489258,0.2,0.02651190757751465,0.03,0.23,24.0,2,2,4,2,2,"2,4"
121.13960283241695,121.13960283241695,121.13960283241695,0.0,0.06511807441711426,0.07,0.03148293495178223,0.03,0.1,24.0,2,2,2,2,2,"2,14"
120.0410433055459,120.0410433055459,120.7643441326988,0.006025446024422222,0.06482696533203125,0.06,0.0055980682373046875,0.01,0.06999999999999999,24.0,2,2,3,2,2,"9,14"
121.14848166246648,121.14848166246648,122.0,0.0070287165455853355,0.0008168220520019531,0.0,0.02237701416015625,0.02,0.02,0.14907119849998907,2,2,2,2,2,"7,15"
120.73458806596432,120.73458806596432,120.73458806596432,0.0,0.04921293258666992,0.05,0.01200413703918457,0.01,0.060000000000000005,24.0,2,2,2,2,2,"14,15"
121.01659738590138,121.01659738590138,122.0,0.008126179675691248,0.0008649826049804688,0.0,0.02342510223388672,0.02,0.02,0.18856180831641467,2,2,2,2,2,"7,25"
120.81106325995867,120.81106325995867,122.0,0.009841290259013771,0.00078582763671875,0.0,0.024662017822265625,0.02,0.02,0.18856180831641467,2,2,2,2,2,"8,25"
120.95394517475926,120.95394517475926,122.0,0.008648372930121145,0.000720977783203125,0.0,0.029783964157104492,0.03,0.03,0.12018504251546602,2,2,2,2,2,"4,18"
120.67944698329606,120.67944698329606,121.4887887335477,0.006706541755727956,0.1608130931854248,0.16,0.016156911849975586,0.02,0.18,24.0,2,2,3,2,2,"4,6"
120.976566538234,120.976566538234,122.0,0.008459766143574203,0.0008230209350585938,0.0,0.029304027557373047,0.03,0.03,0.13743685418725704,2,2,2,2,2,"6,22"
118.5147230399443,118.5147230399443,120.8474070391004,0.01968265156701158,0.1514441967010498,0.15,0.009443998336791992,0.01,0.16,24.0,2,2,4,2,2,"24,25"
120.35236020576126,120.35236020576126,120.35236020576126,0.0,0.06544995307922363,0.07,0.028828859329223633,0.03,0.1,24.0,2,2,2,2,2,"14,17"
121.02709971568676,121.02709971568676,121.02709971568676,0.0,0.06610703468322754,0.07,0.028501033782958984,0.03,0.1,24.0,2,2,2,2,2,"2,17"
120.83171055465702,120.83171055465702,122.0,0.009668732156320125,0.0007419586181640625,0.0,0.017621994018554688,0.02,0.02,0.18856180831641467,2,2,2,2,2,"9,25"
121.18295194001702,121.18295194001702,121.18295194001702,0.0,0.16110706329345703,0.16,0.02347397804260254,0.02,0.18,24.0,2,2,2,2,2,"4,9"
120.56071967632076,120.56071967632076,122.0,0.01193821940963355,0.0007760524749755859,0.0,0.01773691177368164,0.02,0.02,0.10540925533894807,2,2,2,2,2,"8,17"
119.4154082479154,119.4154082479154,120.79928757042285,0.011588783581716826,0.15714716911315918,0.16,0.022834062576293945,0.02,0.18,24.0,2,2,3,2,2,"16,22"
120.94294753652377,120.94294753652377,122.0,0.008740091795406291,0.0010149478912353516,0.0,0.022643089294433594,0.02,0.02,0.14907119849998907,2,2,2,2,2,"8,15"
119.94758427557869,119.94758427557869,120.45332070540178,0.004216311923891374,0.15750598907470703,0.16,0.033872127532958984,0.03,0.19,24.0,3,3,3,2,2,"7,16,18"
119.83622858529468,119.83622858529468,120.18765939096761,0.002932592337239643,0.07844805717468262,0.08,0.022721052169799805,0.02,0.1,24.0,3,3,3,2,2,"9,22,24"
119.67576285098679,119.67576285098679,120.31794048635848,0.005365979042651241,0.0797879695892334,0.08,0.02249908447265625,0.02,0.1,24.0,3,3,3,2,2,"6,10,24"
119.74605270532936,119.74605270532936,120.15176452360527,0.0033881018130449627,0.07922911643981934,0.08,0.026910066604614258,0.03,0.11,24.0,3,3,3,2,2,"4,10,18"
118.09488048453255,118.09488048453255,120.3871669162233,0.0194105487239218,0.08915281295776367,0.09,0.006295919418334961,0.01,0.09999999999999999,24.0,3,3,3,2,2,"4,9,17"
118.16382930658244,118.16382930658244,120.49127528030976,0.019696771739587397,0.2926919460296631,0.29,0.037953853607177734,0.04,0.32999999999999996,24.0,3,3,4,2,2,"6,8,22"
120.17868032880446,120.17868032880446,120.76516721306146,0.004880124183860169,0.06329607963562012,0.06,0.028182029724121094,0.03,0.09,24.0,3,3,3,2,2,"4,6,22"
118.27976731577694,118.27976731577694,120.72715257849273,0.020691495411737672,0.08624005317687988,0.09,0.016379117965698242,0.02,0.11,24.0,3,3,3,2,2,"2,7,17"
119.32598459897338,119.32598459897338,120.08686420737006,0.006376478777475131,0.08145594596862793,0.08,0.021170854568481445,0.02,0.1,24.0,3,3,3,2,2,"7,14,19"
119.73824407581255,119.73824407581255,120.71856670770694,0.008187214030579086,0.4816248416900635,0.48,0.035002946853637695,0.04,0.52,24.0,3,3,4,2,2,"4,8,16"
120.05757824302276,120.05757824302276,121.13186973820403,0.008948135643771442,0.08666205406188965,0.09,0.02222299575805664,0.02,0.11,24.0,3,3,3,2,2,"2,4,9"
118.101629100113,118.101629100113,120.04490876804505,0.016454300272901033,0.6073708534240723,0.61,0.033904075622558594,0.03,0.64,24.0,3,3,5,2,2,"9,12,19"
117.25987312539216,117.25987312539216,120.5666456116538,0.028200375781794764,0.30979490280151367,0.31,0.020483970642089844,0.02,0.33,24.0,3,4,4,2,2,"6,14,15"
119.89316806937074,119.89316806937074,121.04352189701386,0.009594823843319543,0.08090806007385254,0.08,0.03326916694641113,0.03,0.11,24.0,3,3,3,2,2,"2,4,12"
117.03314642328604,117.03314642328604,120.09440174776228,0.0261571650257464,0.5601930618286133,0.56,0.01674795150756836,0.02,0.5800000000000001,24.0,3,3,4,2,2,"7,14,17"
120.24903313544723,120.24903313544723,120.60916321559567,0.0029948688214631244,0.08256697654724121,0.08,0.006118059158325195,0.01,0.09,24.0,3,3,3,2,2,"2,18,25"
119.8812420714143,119.8812420714143,120.22522697472188,0.0028693805416418433,0.08119583129882812,0.08,0.04968595504760742,0.05,0.13,24.0,3,3,3,2,2,"8,9,18"
117.00020361439988,117.00020361439988,120.05521750092174,0.02611118435819427,1.3037641048431396,1.3,0.04987692832946777,0.05,1.35,24.0,3,3,5,2,2,"4,17,19"
119.50721772335652,119.50721772335652,120.02645860215915,0.004344849530382411,0.06275296211242676,0.06,0.023329973220825195,0.02,0.08,24.0,3,3,3,2,2,"8,10,25"
118.5112251486193,118.5112251486193,120.76473085806758,0.019015124572564854,0.41282200813293457,0.41,0.01996302604675293,0.02,0.43,24.0,3,3,4,2,2,"4,6,14"
117.588268401591,117.588268401591,119.87619960867673,0.01945713835390383,0.08230996131896973,0.08,0.03532004356384277,0.04,0.12,24.0,4,4,4,2,2,"7,16,18,24"
116.88790221401624,116.88790221401624,119.1813338815293,0.019620778746750854,0.54128098487854,0.54,0.0061528682708740234,0.01,0.55,24.0,4,4,5,2,2,"9,10,14,18"
118.23477676555964,118.23477676555964,119.35709883645808,0.00949231775625387,1.180488109588623,1.18,0.0259249210357666,0.03,1.21,24.0,4,4,4,2,2,"10,15,16,19"
115.75172995082075,115.75172995082075,118.99632124498281,0.028030607365786997,1.3046879768371582,1.3,0.0065081119537353516,0.01,1.31,24.0,4,5,5,2,2,"10,14,19,24"
119.13718722320733,119.13718722320733,119.70769323596443,0.004788647659510643,0.07980608940124512,0.08,0.026304960250854492,0.03,0.11,24.0,4,4,4,2,2,"6,10,15,18"
118.00500574949524,118.00500574949524,119.4636015154875,0.012360456717307487,0.08942794799804688,0.09,0.0072710514068603516,0.01,0.09999999999999999,24.0,4,4,4,2,2,"9,18,22,24"
117.66354729880663,117.66354729880663,119.32870701527824,0.014151874175975103,0.08168315887451172,0.08,0.007901906967163086,0.01,0.09,24.0,4,4,4,2,2,"9,10,22,24"
119.34377123789537,119.34377123789537,120.28807630397054,0.007912478852313387,0.0816650390625,0.08,0.028178930282592773,0.03,0.11,24.0,4,4,4,2,2,"4,6,16,22"
117.78965767316424,117.78965767316424,119.68904825175963,0.016125274630355946,0.31910204887390137,0.32,0.0034890174865722656,0.0,0.32,24.0,4,4,4,2,2,"9,10,15,16"
116.99618908717655,116.99618908717655,119.53277843582026,0.02168095703317007,1.05433988571167,1.05,0.0393528938293457,0.04,1.09,24.0,4,4,4,2,2,"7,8,10,22"
116.42920792485795,116.42920792485795,119.92009012762033,0.029982873412789626,0.09041905403137207,0.09,0.018764019012451172,0.02,0.11,24.0,4,4,5,2,2,"2,17,24,25"
118.57419238512118,118.57419238512118,119.6016248286007,0.008664890924514949,0.2857332229614258,0.29,0.006635904312133789,0.01,0.3,24.0,4,4,4,2,2,"2,10,14,18"
117.43180490754109,117.43180490754109,120.46199448444611,0.025803823583319778,0.38689398765563965,0.39,0.02862691879272461,0.03,0.42000000000000004,24.0,4,4,5,2,2,"2,6,16,22"
118.41985078538667,118.41985078538667,119.98561323252432,0.013222128188417401,0.0806570053100586,0.08,0.007501125335693359,0.01,0.09,24.0,4,4,4,2,2,"2,9,17,25"
116.20096554958293,116.20096554958293,118.88601848628304,0.02310697612537816,2.2731528282165527,2.27,0.026957988739013672,0.03,2.3,24.0,4,5,5,2,2,"10,17,19,25"
116.87726835451835,116.87726835451835,119.4203900895761,0.021758908048259824,1.5127010345458984,1.51,0.018121004104614258,0.02,1.53,24.0,4,4,5,2,2,"7,8,10,17"
116.94463673327186,116.94463673327186,120.35584903526163,0.029169463408314143,1.3447880744934082,1.34,0.03353691101074219,0.03,1.37,24.0,4,5,5,2,2,"2,6,15,19"
116.61851073138308,116.61851073138308,119.57629265943073,0.02536288544157927,2.6953518390655518,2.7,0.007142066955566406,0.01,2.71,24.0,4,5,6,2,2,"4,10,14,25"
117.47084421429983,117.47084421429983,120.10916311037633,0.02245935077527376,1.6640901565551758,1.66,0.016903162002563477,0.02,1.68,24.0,4,4,5,2,2,"6,7,15,17"
120.06165974903251,120.06165974903251,120.67342381331791,0.0050954156852752105,0.7032220363616943,0.7,0.021130084991455078,0.02,0.72,24.0,4,4,4,2,2,"2,4,6,14"
116.93160368885805,116.93160368885805,119.49559215340314,0.02192724963704062,1.7991368770599365,1.8,0.012452125549316406,0.01,1.81,24.0,5,5,5,2,2,"2,6,12,19,22"
117.25733399421927,117.25733399421927,119.38308603448618,0.018128947400183223,3.1871869564056396,3.19,0.025367021560668945,0.03,3.2199999999999998,24.0,5,5,5,2,2,"2,6,10,19,24"
116.59197348167666,116.59197348167666,119.14791278346264,0.02192208627627072,0.3062398433685303,0.31,0.03204703330993652,0.03,0.33999999999999997,24.0,5,5,6,2,2,"2,16,17,18,22"
116.32105201651251,116.32105201651251,119.2434875540983,0.025123874715050943,0.09076094627380371,0.09,0.0237429141998291,0.02,0.11,24.0,5,5,5,2,2,"7,9,10,15,24"
116.12272981020294,116.12272981020294,118.6798559234864,0.022020892184182718,2.2615721225738525,2.26,0.028083086013793945,0.03,2.2899999999999996,24.0,5,5,6,2,2,"12,14,19,24,25"
117.5130384273658,117.5130384273658,118.87191032294264,0.011563584039372377,0.19571995735168457,0.2,0.024203062057495117,0.02,0.22,24.0,5,5,5,2,2,"6,10,18,22,25"
115.99574475425678,115.99574475425678,119.3916642694619,0.029276242179396842,3.486021041870117,3.49,0.012402057647705078,0.01,3.5,24.0,5,6,7,2,2,"6,12,15,22,25"
