node_id,x_coordinate,y_coordinate,value_at_start,value_degradation_rate,fire_degradation_rate,fire_amelioration_rate,neighborhood_list,state
1,0.5,0.5,1,2.4113908243597866,7.496,3.555,"[8, 2]",6
2,1.5,0.5,3.6871852026230765,6.2334910586386965,4.904,2.58,"[9, 1, 3]",0
3,2.5,0.5,1,1.5318670979123787,4.472,2.33,"[10, 2, 4]",0
4,3.5,0.5,4.4942798511454445,7.326144568322487,4.832000000000001,2.46,"[11, 3, 5]",0
5,4.5,0.5,1,0.6385142024763292,1.7360000000000002,1.01,"[12, 4, 6]",0
6,5.5,0.5,1,1.397985296417957,4.328,2.065,"[13, 5, 7]",0
7,6.5,0.5,1,0.26666666666666666,0.8,0.4,"[14, 6]",0
8,0.5,1.5,1,1.4974921451013996,4.832000000000001,2.17,"[1, 15, 9]",0
9,1.5,1.5,1,2.251569100202527,7.064,3.305,"[2, 16, 8, 10]",0
10,2.5,1.5,1,2.4159877045475096,7.496,3.565,"[3, 17, 9, 11]",1
11,3.5,1.5,1,1.883909185202259,5.912,2.765,"[4, 18, 10, 12]",0
12,4.5,1.5,1,0.7131696041606471,2.4560000000000004,1.005,"[5, 19, 11, 13]",1
13,5.5,1.5,1,0.28700564971751413,1.016,0.4,"[6, 20, 12, 14]",0
14,6.5,1.5,1,0.31666666666666665,1.52,0.4,"[7, 21, 13]",0
15,0.5,2.5,1.9544802555948486,0.5716329349696762,1.088,0.4,"[8, 22, 16]",0
16,1.5,2.5,1,2.5488879197557783,7.64,3.825,"[9, 23, 15, 17]",0
17,2.5,2.5,1,1.7391207680646792,5.336,2.58,"[10, 24, 16, 18]",0
18,3.5,2.5,1,2.140726738080235,6.272,3.25,"[11, 25, 17, 19]",0
19,4.5,2.5,2.0789303560171035,3.4733455379687856,5.12,2.48,"[12, 26, 18, 20]",1
20,5.5,2.5,8.931980658885099,22.35840651270035,7.208,3.835,"[13, 27, 19, 21]",0
21,6.5,2.5,-1,0,0,0,"[14, 28, 20]",4
22,0.5,3.5,1,1.8746705567712134,5.336,2.89,"[15, 29, 23]",0
23,1.5,3.5,1,2.12873144261288,6.632000000000001,3.135,"[16, 30, 22, 24]",1
24,2.5,3.5,1,1.429123541728986,4.6160000000000005,2.07,"[17, 31, 23, 25]",0
25,3.5,3.5,7.324307429818997,7.541033817225406,2.888,1.6,"[18, 32, 24, 26]",0
26,4.5,3.5,6.2335851570837955,4.838900763152466,2.4560000000000004,1.135,"[19, 33, 25, 27]",0
27,5.5,3.5,1,1.5790465249856407,4.5440000000000005,2.42,"[20, 34, 26, 28]",0
28,6.5,3.5,1,1.723852407754847,5.48,2.515,"[21, 35, 27]",0
29,0.5,4.5,1,2.32244773850247,7.064,3.46,"[22, 36, 30]",0
30,1.5,4.5,1,1.7257708628005657,5.192,2.585,"[23, 37, 29, 31]",0
31,2.5,4.5,2.3324059703667306,2.8421788112321997,3.6080000000000005,1.84,"[24, 38, 30, 32]",0
32,3.5,4.5,3.7629388475379386,4.8015073467444545,3.824,1.915,"[25, 39, 31, 33]",0
33,4.5,4.5,2.6909660726783633,1.9398816506194667,2.168,1.08,"[26, 40, 32, 34]",0
34,5.5,4.5,2.7295766395680596,1.777878014312807,2.096,0.945,"[27, 41, 33, 35]",0
35,6.5,4.5,1.9595287060289386,3.745502461399413,5.5520000000000005,2.915,"[28, 42, 34]",1
36,0.5,5.5,1,1.618948859611843,4.5440000000000005,2.515,"[29, 43, 37]",1
37,1.5,5.5,4.335352180895424,8.702140779228966,6.128,2.985,"[30, 44, 36, 38]",1
38,2.5,5.5,3.6778026281848484,2.749752134147358,2.3120000000000003,1.105,"[31, 45, 37, 39]",0
39,3.5,5.5,2.7343343816412276,0.9018506381553523,1.8800000000000001,0.4,"[32, 46, 38, 40]",0
40,4.5,5.5,3.1120826704356994,3.215388319246843,3.3200000000000003,1.5,"[33, 47, 39, 41]",0
41,5.5,5.5,2.6216820634580458,3.920621855878886,4.328,2.285,"[34, 48, 40, 42]",0
42,6.5,5.5,1,2.4710589959692193,7.136,3.78,"[35, 49, 41]",1
43,0.5,6.5,1,2.6168741355463347,7.568,4.0,"[36, 44]",0
44,1.5,6.5,1,1.6731335149863762,4.760000000000001,2.58,"[37, 43, 45]",1
45,2.5,6.5,10,18.16391993122928,5.408,2.735,"[38, 44, 46]",0
46,3.5,6.5,10,25.40823312560344,7.568,3.825,"[39, 45, 47]",0
47,4.5,6.5,1,1.7436588443098664,5.336,2.59,"[40, 46, 48]",0
48,5.5,6.5,1,1.768414985590778,5.336,2.645,"[41, 47, 49]",0
49,6.5,6.5,1,2.5341958164879594,7.568,3.81,"[42, 48]",0
