node_id,x_coordinate,y_coordinate,value_at_start,value_degradation_rate,fire_degradation_rate,fire_amelioration_rate,neighborhood_list,state
1,0.5,0.5,1,2.1074806001034663,6.5600000000000005,3.105,"[8, 2]",6
2,1.5,0.5,1,1.919786603438056,5.48,2.955,"[9, 1, 3]",0
3,2.5,0.5,1,2.248016032064128,6.5600000000000005,3.42,"[10, 2, 4]",0
4,3.5,0.5,1,1.7120168731874505,4.976,2.61,"[11, 3, 5]",0
5,4.5,0.5,1.3351206928016914,1.247265120738949,2.96,1.365,"[12, 4, 6]",0
6,5.5,0.5,1.826122146089772,2.155116089485801,3.4640000000000004,1.79,"[13, 5, 7]",0
7,6.5,0.5,2.796026810927785,5.984303416120592,6.344,3.23,"[14, 6]",0
8,0.5,1.5,6.291035936101229,3.9337374566462513,1.9520000000000002,0.92,"[1, 15, 9]",0
9,1.5,1.5,1,2.004989020641194,6.128,2.98,"[2, 16, 8, 10]",0
10,2.5,1.5,1,2.110212809704945,6.632000000000001,3.095,"[3, 17, 9, 11]",1
11,3.5,1.5,1,1.8041802971656888,5.264,2.745,"[4, 18, 10, 12]",1
12,4.5,1.5,1.9823568868306385,0.5569478872524175,0.9440000000000001,0.4,"[5, 19, 11, 13]",1
13,5.5,1.5,0,0,0,0,"[6, 20, 12, 14]",5
14,6.5,1.5,0,0,0,0,"[7, 21, 13]",5
15,0.5,2.5,1,2.3479357841740285,6.992,3.535,"[8, 22, 16]",1
16,1.5,2.5,1,2.5352909579230083,7.28,3.89,"[9, 23, 15, 17]",1
17,2.5,2.5,10,5.513588850174217,1.3760000000000001,0.92,"[10, 24, 16, 18]",1
18,3.5,2.5,10,9.250990946904821,2.672,1.415,"[11, 25, 17, 19]",1
19,4.5,2.5,1,2.3786158916147935,7.424,3.5,"[12, 26, 18, 20]",1
20,5.5,2.5,1,1.5955307262569833,4.760000000000001,2.4,"[13, 27, 19, 21]",0
21,6.5,2.5,3.3620803011526403,8.2357291329159,7.136,3.73,"[14, 28, 20]",0
22,0.5,3.5,1,1.9927222919758019,5.696000000000001,3.065,"[15, 29, 23]",0
23,1.5,3.5,1,1.5258266610478997,4.904,2.215,"[16, 30, 22, 24]",1
24,2.5,3.5,6.175040810337048,15.060368788462588,7.064,3.725,"[17, 31, 23, 25]",0
25,3.5,3.5,7.287158583901922,18.999959772164793,7.928,3.885,"[18, 32, 24, 26]",1
26,4.5,3.5,1,2.3807885304659493,6.992,3.61,"[19, 33, 25, 27]",1
27,5.5,3.5,1,1.988490458233345,5.696000000000001,3.055,"[20, 34, 26, 28]",0
28,6.5,3.5,10,20.51433389544688,6.488,3.0,"[21, 35, 27]",0
29,0.5,4.5,3.348364143084864,7.182735571073185,6.2,3.28,"[22, 36, 30]",0
30,1.5,4.5,10,3.019607843137255,1.232,0.4,"[23, 37, 29, 31]",1
31,2.5,4.5,10,13.856949371170588,4.112,2.09,"[24, 38, 30, 32]",1
32,3.5,4.5,1,2.583523324997844,7.712,3.885,"[25, 39, 31, 33]",0
33,4.5,4.5,1,2.6005560264451604,7.928,3.87,"[26, 40, 32, 34]",0
34,5.5,4.5,1,1.827777777777778,5.264,2.8,"[27, 41, 33, 35]",0
35,6.5,4.5,1,1.4292110423895006,4.5440000000000005,2.085,"[28, 42, 34]",1
36,0.5,5.5,2.153703678115334,3.117228750129763,4.472,2.14,"[29, 43, 37]",1
37,1.5,5.5,10,8.431109939361981,2.528,1.265,"[30, 44, 36, 38]",1
38,2.5,5.5,10,14.010994341147939,4.04,2.145,"[31, 45, 37, 39]",1
39,3.5,5.5,1,1.9521255481190865,5.696000000000001,2.97,"[32, 46, 38, 40]",0
40,4.5,5.5,1,1.6301042238069117,4.832000000000001,2.46,"[33, 47, 39, 41]",0
41,5.5,5.5,1,1.5917643694595367,4.5440000000000005,2.45,"[34, 48, 40, 42]",0
42,6.5,5.5,-1,0,0,0,"[35, 49, 41]",4
43,0.5,6.5,1,1.7839507692307695,5.48,2.645,"[36, 44]",0
44,1.5,6.5,-1,0,0,0,"[37, 43, 45]",4
45,2.5,6.5,1,2.4768332596196374,7.64,3.665,"[38, 44, 46]",1
46,3.5,6.5,1,1.9804610318331506,6.2,2.91,"[39, 45, 47]",0
47,4.5,6.5,1,0.3061032863849766,1.3040000000000003,0.4,"[40, 46, 48]",0
48,5.5,6.5,-1,0,0,0,"[41, 47, 49]",4
49,6.5,6.5,-1,0,0,0,"[42, 48]",4
