node_id,x_coordinate,y_coordinate,value_at_start,value_degradation_rate,fire_degradation_rate,fire_amelioration_rate,neighborhood_list,state
1,0.5,0.5,1,1.6432031033527292,4.688000000000001,2.53,"[8, 2]",6
2,1.5,0.5,1,1.6158928083128248,4.904,2.41,"[9, 1, 3]",1
3,2.5,0.5,1,1.4405032590571474,4.472,2.125,"[10, 2, 4]",0
4,3.5,0.5,1,1.5725124982145406,4.6160000000000005,2.385,"[11, 3, 5]",1
5,4.5,0.5,1,2.3194730899510727,7.208,3.42,"[12, 4, 6]",0
6,5.5,0.5,-1,0,0,0,"[13, 5, 7]",4
7,6.5,0.5,10,2.742138364779874,0.8720000000000001,0.4,"[14, 6]",0
8,0.5,1.5,1,1.7088874430709173,5.12,2.565,"[1, 15, 9]",0
9,1.5,1.5,1,2.3368805941725386,6.992,3.51,"[2, 16, 8, 10]",1
10,2.5,1.5,1.6299236382125688,2.6941993644845965,5.192,2.425,"[3, 17, 9, 11]",0
11,3.5,1.5,1.0088679095698438,2.0542449530955653,6.272,3.015,"[4, 18, 10, 12]",0
12,4.5,1.5,6.184816071238187,9.743251430666087,5.048,2.29,"[5, 19, 11, 13]",1
13,5.5,1.5,-1,0,0,0,"[6, 20, 12, 14]",4
14,6.5,1.5,-1,0,0,0,"[7, 21, 13]",4
15,0.5,2.5,1,2.2717080235589457,6.992,3.365,"[8, 22, 16]",0
16,1.5,2.5,1.1789017729575089,1.5404006466638747,4.184,1.9,"[9, 23, 15, 17]",1
17,2.5,2.5,1.9645346466318658,0.5843231256648627,1.1600000000000001,0.4,"[10, 24, 16, 18]",1
18,3.5,2.5,1.6331596793242085,2.7433653405970957,5.12,2.5,"[11, 25, 17, 19]",0
19,4.5,2.5,8.594920054597011,7.134089514356608,2.744,1.19,"[12, 26, 18, 20]",0
20,5.5,2.5,7.341440058607041,1.9577173489618778,0.8,0.4,"[13, 27, 19, 21]",0
21,6.5,2.5,1,1.6426406521448615,5.048,2.435,"[14, 28, 20]",0
22,0.5,3.5,1,1.5494049266537504,4.976,2.25,"[15, 29, 23]",0
23,1.5,3.5,1.993047499216943,0.5599514402561887,0.9440000000000001,0.4,"[16, 30, 22, 24]",0
24,2.5,3.5,1.1909633619736453,0.9050179824589184,2.168,1.17,"[17, 31, 23, 25]",0
25,3.5,3.5,-1,0,0,0,"[18, 32, 24, 26]",4
26,4.5,3.5,-1,0,0,0,"[19, 33, 25, 27]",4
27,5.5,3.5,1,2.6422267481330617,7.784,4.0,"[20, 34, 26, 28]",0
28,6.5,3.5,1,1.8323542898515748,5.5520000000000005,2.735,"[21, 35, 27]",1
29,0.5,4.5,1,2.2367334963325187,6.92,3.305,"[22, 36, 30]",0
30,1.5,4.5,1,2.125008291873964,6.488,3.16,"[23, 37, 29, 31]",0
31,2.5,4.5,1,2.6519835473852096,7.928,3.985,"[24, 38, 30, 32]",0
32,3.5,4.5,-1,0,0,0,"[25, 39, 31, 33]",4
33,4.5,4.5,-1,0,0,0,"[26, 40, 32, 34]",4
34,5.5,4.5,1,2.389593188268685,6.92,3.65,"[27, 41, 33, 35]",0
35,6.5,4.5,10,18.188397723144,5.5520000000000005,2.705,"[28, 42, 34]",0
36,0.5,5.5,1,2.3938752362948965,6.92,3.66,"[29, 43, 37]",0
37,1.5,5.5,1,2.420576280372144,7.496,3.575,"[30, 44, 36, 38]",1
38,2.5,5.5,1,2.3661895841139007,7.136,3.54,"[31, 45, 37, 39]",0
39,3.5,5.5,1,2.468921272110714,7.136,3.775,"[32, 46, 38, 40]",0
40,4.5,5.5,1,1.9870967741935484,5.984,2.975,"[33, 47, 39, 41]",1
41,5.5,5.5,1,1.4835385534967127,4.472,2.22,"[34, 48, 40, 42]",1
42,6.5,5.5,1,2.2301361088871094,6.632000000000001,3.36,"[35, 49, 41]",0
43,0.5,6.5,6.37755872680935,7.743255384111174,3.752,1.795,"[36, 44]",1
44,1.5,6.5,7.97507761702517,9.404389230746022,3.824,1.705,"[37, 43, 45]",1
45,2.5,6.5,1,2.0377518183821905,5.984,3.09,"[38, 44, 46]",0
46,3.5,6.5,1,2.4076253201609954,7.352,3.58,"[39, 45, 47]",0
47,4.5,6.5,1,1.7945550745550747,5.696000000000001,2.62,"[40, 46, 48]",0
48,5.5,6.5,1,2.2359716758457906,6.848,3.32,"[41, 47, 49]",0
49,6.5,6.5,1,1.997193698288564,5.768,3.055,"[42, 48]",1
