node_id,x_coordinate,y_coordinate,value_at_start,value_degradation_rate,fire_degradation_rate,fire_amelioration_rate,neighborhood_list,state
1,0.5,0.5,3.4093398345445607,8.630767142792259,7.392,3.85,"[8, 2]",6
2,1.5,0.5,2.9594315620530924,5.003464731570001,4.96,2.565,"[9, 1, 3]",1
3,2.5,0.5,1,1.8518532110091743,5.34,2.835,"[10, 2, 4]",0
4,3.5,0.5,10,18.820645161290322,5.72,2.805,"[11, 3, 5]",0
5,4.5,0.5,10,20.13234486545854,6.1,3.005,"[12, 4, 6]",0
6,5.5,0.5,1,2.543910925539318,7.696,3.8,"[13, 5, 7]",0
7,6.5,0.5,1,2.6233367591640975,7.696,3.98,"[14, 6]",0
8,0.5,1.5,-1,0,0,0,"[1, 15, 9]",4
9,1.5,1.5,-1,0,0,0,"[2, 16, 8, 10]",4
10,2.5,1.5,1,1.8981467544684854,5.644,2.86,"[3, 17, 9, 11]",1
11,3.5,1.5,1,2.51632729544035,7.392,3.815,"[4, 18, 10, 12]",0
12,4.5,1.5,1,1.8971593090211134,5.416,2.92,"[5, 19, 11, 13]",0
13,5.5,1.5,3.835199947745732,3.2432518833763653,2.756,1.22,"[6, 20, 12, 14]",1
14,6.5,1.5,0,0,0,0,"[7, 21, 13]",5
15,0.5,2.5,-1,0,0,0,"[8, 22, 16]",4
16,1.5,2.5,-1,0,0,0,"[9, 23, 15, 17]",4
17,2.5,2.5,1,2.308781431334623,6.86,3.48,"[10, 24, 16, 18]",0
18,3.5,2.5,3.3686922394845427,5.076182046368311,4.2,2.35,"[11, 25, 17, 19]",0
19,4.5,2.5,10,10.059016393442624,2.832,1.56,"[12, 26, 18, 20]",0
20,5.5,2.5,10,12.54368256178211,3.896,1.85,"[13, 27, 19, 21]",0
21,6.5,2.5,10,1.5575221238938053,0.704,0.2,"[14, 28, 20]",0
22,0.5,3.5,1,1.9028064924599977,5.872,2.815,"[15, 29, 23]",0
23,1.5,3.5,1,1.8388137603795964,5.72,2.71,"[16, 30, 22, 24]",0
24,2.5,3.5,8.986303262409878,15.867959729882426,5.416,2.62,"[17, 31, 23, 25]",1
25,3.5,3.5,7.036707889526922,12.160447299852878,5.34,2.555,"[18, 32, 24, 26]",0
26,4.5,3.5,0,0,0,0,"[19, 33, 25, 27]",5
27,5.5,3.5,10,3.8219653179190756,1.1600000000000001,0.57,"[20, 34, 26, 28]",0
28,6.5,3.5,10,3.028235294117647,0.78,0.495,"[21, 35, 27]",1
29,0.5,4.5,1,2.1844311972180823,6.86,3.205,"[22, 36, 30]",0
30,1.5,4.5,5.627269268777342,4.691030535936031,2.6799999999999997,1.21,"[23, 37, 29, 31]",1
31,2.5,4.5,4.239646910434093,5.4625044477258875,4.048,1.89,"[24, 38, 30, 32]",1
32,3.5,4.5,1,2.4901181137859525,7.316,3.775,"[25, 39, 31, 33]",0
33,4.5,4.5,0,0,0,0,"[26, 40, 32, 34]",5
34,5.5,4.5,0,0,0,0,"[27, 41, 33, 35]",5
35,6.5,4.5,3.2368983697257234,6.232716905738739,5.872,2.865,"[28, 42, 34]",0
36,0.5,5.5,1,2.1946085552865213,6.632,3.28,"[29, 43, 37]",1
37,1.5,5.5,1.2142258715049747,2.9095337483715618,7.088,3.62,"[30, 44, 36, 38]",0
38,2.5,5.5,1.1487164504385454,0.5715306154951162,1.54,0.735,"[31, 45, 37, 39]",0
39,3.5,5.5,1,1.4569781066913352,4.276,2.21,"[32, 46, 38, 40]",0
40,4.5,5.5,5.848896003508839,3.1297403780365176,1.616,0.8,"[33, 47, 39, 41]",0
41,5.5,5.5,4.482356429401334,5.670180883192688,4.048,1.84,"[34, 48, 40, 42]",0
42,6.5,5.5,2.430398548065275,4.489454212568566,5.872,2.695,"[35, 49, 41]",0
43,0.5,6.5,1,2.0615115895858507,5.948,3.155,"[36, 44]",0
44,1.5,6.5,1,1.5187478656801365,4.808,2.22,"[37, 43, 45]",0
45,2.5,6.5,2.5726584990222587,2.723789739182788,3.364,1.545,"[38, 44, 46]",0
46,3.5,6.5,1,2.0475929466751643,6.404,3.01,"[39, 45, 47]",0
47,4.5,6.5,9.858865345792967,3.0928314682273785,1.1600000000000001,0.43,"[40, 46, 48]",0
48,5.5,6.5,7.522256631505174,7.1855118188011105,2.984,1.405,"[41, 47, 49]",0
49,6.5,6.5,1,2.301755129563626,6.936,3.445,"[42, 48]",0
