node_id,x_coordinate,y_coordinate,value_at_start,value_degradation_rate,fire_degradation_rate,fire_amelioration_rate,neighborhood_list,state
1,0.5,0.5,1,0.6629331416247304,1.6920000000000002,1.09,"[8, 2]",6
2,1.5,0.5,3.9071483165433207,7.6522301652520355,5.948,2.92,"[9, 1, 3]",0
3,2.5,0.5,2.1219342329110153,4.648749387279837,6.404,3.33,"[10, 2, 4]",1
4,3.5,0.5,1,0.9880329799764428,2.6799999999999997,1.565,"[11, 3, 5]",0
5,4.5,0.5,0,0,0,0,"[12, 4, 6]",5
6,5.5,0.5,1,0.16884735202492213,1.084,0.2,"[13, 5, 7]",0
7,6.5,0.5,1,0.2889112227805695,0.704,0.49,"[14, 6]",0
8,0.5,1.5,1,2.5945945945945943,8.0,3.84,"[1, 15, 9]",0
9,1.5,1.5,1.1791880246067237,3.1036357856953987,7.696,4.0,"[2, 16, 8, 10]",1
10,2.5,1.5,1.6130674244279368,3.9601706220088215,7.316,3.695,"[3, 17, 9, 11]",0
11,3.5,1.5,10,10.541655830082357,2.984,1.63,"[4, 18, 10, 12]",0
12,4.5,1.5,10,16.562285109759323,5.112,2.45,"[5, 19, 11, 13]",0
13,5.5,1.5,1.2339878452339632,2.9191139562424984,6.936,3.59,"[6, 20, 12, 14]",0
14,6.5,1.5,1.1481324662214183,1.8266978783082595,4.5040000000000004,2.46,"[7, 21, 13]",0
15,0.5,2.5,1,2.4941783612494337,7.24,3.805,"[8, 22, 16]",1
16,1.5,2.5,1,0.15918367346938775,0.78,0.2,"[9, 23, 15, 17]",0
17,2.5,2.5,1.2785061240541995,1.126317393179538,2.984,1.25,"[10, 24, 16, 18]",0
18,3.5,2.5,1.456714484524153,1.9336113167646853,4.048,1.975,"[11, 25, 17, 19]",0
19,4.5,2.5,10,21.73422735712812,6.404,3.29,"[12, 26, 18, 20]",0
20,5.5,2.5,1,0.6081335952848722,1.54,1.005,"[13, 27, 19, 21]",0
21,6.5,2.5,1,0.41948690539818284,1.236,0.635,"[14, 28, 20]",0
22,0.5,3.5,1,0.440201136860516,1.6920000000000002,0.595,"[15, 29, 23]",0
23,1.5,3.5,2.7499195628817987,4.859292491187031,5.264,2.66,"[16, 30, 22, 24]",1
24,2.5,3.5,1,0.7242224103866779,2.528,1.015,"[17, 31, 23, 25]",0
25,3.5,3.5,1,1.1773613766730402,3.44,1.79,"[18, 32, 24, 26]",1
26,4.5,3.5,1.7686624669876578,2.8038516321650153,4.96,2.33,"[19, 33, 25, 27]",0
27,5.5,3.5,1,1.2707664366146023,3.5159999999999996,1.99,"[20, 34, 26, 28]",0
28,6.5,3.5,1,0.9965748198389147,3.288,1.43,"[21, 35, 27]",0
29,0.5,4.5,1,0.2106508875739645,0.4,0.445,"[22, 36, 30]",0
30,1.5,4.5,3.034792517565042,5.217001237140232,5.0360000000000005,2.61,"[23, 37, 29, 31]",0
31,2.5,4.5,-1,0,0,0,"[24, 38, 30, 32]",4
32,3.5,4.5,10,15.510677314404024,4.352,2.41,"[25, 39, 31, 33]",0
33,4.5,4.5,7.395879503397051,9.959440148782726,4.352,1.95,"[26, 40, 32, 34]",0
34,5.5,4.5,1.7413976432430769,3.8080060519164354,6.86,3.21,"[27, 41, 33, 35]",0
35,6.5,4.5,1.9477819979594462,3.5735222030854232,5.492,2.755,"[28, 42, 34]",0
36,0.5,5.5,1,0.13333333333333333,0.4,0.2,"[29, 43, 37]",0
37,1.5,5.5,-1,0,0,0,"[30, 44, 36, 38]",4
38,2.5,5.5,-1,0,0,0,"[31, 45, 37, 39]",4
39,3.5,5.5,1,1.3363825914280987,4.048,1.995,"[32, 46, 38, 40]",0
40,4.5,5.5,5.777117124023058,11.9588160885085,5.948,3.175,"[33, 47, 39, 41]",1
41,5.5,5.5,0,0,0,0,"[34, 48, 40, 42]",5
42,6.5,5.5,0,0,0,0,"[35, 49, 41]",5
43,0.5,6.5,1,1.2243887147335422,3.9719999999999995,1.77,"[36, 44]",0
44,1.5,6.5,1,0.7680888635716321,2.376,1.135,"[37, 43, 45]",0
45,2.5,6.5,1,1.5282643197229837,4.656000000000001,2.275,"[38, 44, 46]",0
46,3.5,6.5,1,0.9375423937085279,2.6039999999999996,1.465,"[39, 45, 47]",0
47,4.5,6.5,1,0.6794051553205552,1.996,1.03,"[40, 46, 48]",0
48,5.5,6.5,0,0,0,0,"[41, 47, 49]",5
49,6.5,6.5,0,0,0,0,"[42, 48]",5
